All,All_activation,100,100_activation
layer_22_neuron_1929,80681.8671875,layer_11_neuron_392,7854.348894599993
layer_24_neuron_1790,80397.3515625,layer_22_neuron_3197,7848.95168901755
layer_22_neuron_2178,80266.796875,layer_27_neuron_3290,7844.430762997013
layer_28_neuron_238,80266.15625,layer_27_neuron_1650,7836.669957997197
layer_24_neuron_277,80125.28125,layer_26_neuron_2236,7832.679520075998
layer_28_neuron_3496,79998.4765625,layer_27_neuron_2695,7826.694243267001
layer_22_neuron_662,79778.390625,layer_26_neuron_3312,7825.868563572002
layer_22_neuron_2030,79702.3125,layer_27_neuron_822,7822.586252522996
layer_26_neuron_622,79674.71875,layer_24_neuron_1572,7814.244755898977
layer_28_neuron_2948,79575.296875,layer_13_neuron_608,7766.325226283984
layer_20_neuron_1461,79335.484375,layer_24_neuron_3311,7751.475431209991
layer_27_neuron_3461,79188.7109375,layer_24_neuron_330,7750.200777670982
layer_10_neuron_392,79166.671875,layer_24_neuron_822,7746.867539929794
layer_22_neuron_1767,79023.6484375,layer_26_neuron_3197,7744.833938789407
layer_21_neuron_2953,78836.1171875,layer_24_neuron_1427,7744.525074051205
layer_28_neuron_3071,78794.34375,layer_23_neuron_3197,7729.944239225
layer_23_neuron_1923,78733.9765625,layer_25_neuron_2542,7728.474692229316
layer_24_neuron_144,78499.671875,layer_27_neuron_819,7711.749444867005
layer_11_neuron_3281,78473.671875,layer_26_neuron_1572,7703.101336544992
layer_28_neuron_1431,78448.640625,layer_26_neuron_1290,7697.838456195992
layer_24_neuron_2030,78418.1171875,layer_26_neuron_2078,7694.016736222018
layer_24_neuron_1043,78354.5703125,layer_27_neuron_1103,7690.546208969294
layer_8_neuron_1692,78344.96875,layer_25_neuron_1572,7686.941271104501
layer_24_neuron_662,78302.21875,layer_16_neuron_3281,7677.952016699992
layer_23_neuron_2030,78267.921875,layer_25_neuron_330,7676.928358956008
layer_26_neuron_1929,78267.1640625,layer_22_neuron_3402,7671.846765587589
layer_21_neuron_96,78230.84375,layer_8_neuron_1692,7671.70220339999
layer_23_neuron_1929,78117.8359375,layer_25_neuron_1092,7669.842705730989
layer_25_neuron_1929,78058.0390625,layer_22_neuron_1461,7645.248392953616
layer_12_neuron_3281,77992.703125,layer_17_neuron_3281,7634.168982300003
layer_14_neuron_3281,77897.046875,layer_26_neuron_548,7626.244442232019
layer_24_neuron_622,77870.7578125,layer_27_neuron_180,7610.14327374301
layer_26_neuron_1290,77632.234375,layer_27_neuron_2737,7603.456300447113
layer_19_neuron_32,77480.0546875,layer_21_neuron_698,7598.202786340014
layer_13_neuron_3281,77298.734375,layer_26_neuron_2524,7595.182244310009
layer_23_neuron_622,77248.78125,layer_20_neuron_143,7594.43478740003
layer_25_neuron_2542,77239.8828125,layer_23_neuron_2953,7592.957745181001
layer_23_neuron_277,77129.046875,layer_24_neuron_1092,7572.986008402587
layer_27_neuron_2737,76906.9453125,layer_26_neuron_1043,7570.815486793265
layer_23_neuron_1043,76759.1328125,layer_26_neuron_1929,7562.027711694994
layer_25_neuron_3197,76671.34375,layer_28_neuron_2465,7550.683331631996
layer_22_neuron_144,76552.75,layer_27_neuron_1929,7549.468503782217
layer_26_neuron_1121,76552.546875,layer_21_neuron_1451,7546.623924099989
layer_25_neuron_2890,76376.8125,layer_28_neuron_1290,7546.3030541215
layer_22_neuron_1116,76355.515625,layer_21_neuron_3507,7544.565353640007
layer_27_neuron_2236,76207.6796875,layer_22_neuron_2940,7542.25232742561
layer_22_neuron_2069,76183.2890625,layer_18_neuron_3281,7537.3174642
layer_23_neuron_2890,76042.8125,layer_21_neuron_3110,7532.875493554992
layer_19_neuron_2604,76012.359375,layer_28_neuron_3110,7524.833221814973
layer_25_neuron_144,75986.3359375,layer_27_neuron_2235,7522.357284155997
layer_24_neuron_1560,75899.96875,layer_24_neuron_548,7501.859639263329
layer_27_neuron_2631,75881.03125,layer_25_neuron_1926,7493.510408720507
layer_27_neuron_2713,75720.6640625,layer_28_neuron_1829,7483.7992091820115
layer_28_neuron_1903,75545.2734375,layer_21_neuron_277,7482.569114148589
layer_27_neuron_3110,75502.3203125,layer_27_neuron_3312,7477.699314310999
layer_22_neuron_3461,75457.546875,layer_22_neuron_2953,7468.8837251869745
layer_26_neuron_144,75453.9609375,layer_22_neuron_1767,7463.431957627996
layer_27_neuron_144,75350.484375,layer_7_neuron_458,7452.153300347994
layer_23_neuron_144,75334.40625,layer_27_neuron_1926,7432.100273021192
layer_23_neuron_1790,75308.75,layer_26_neuron_1923,7430.933730816012
layer_22_neuron_622,75247.375,layer_27_neuron_162,7430.626863830488
layer_27_neuron_344,75227.328125,layer_27_neuron_3197,7426.234270379003
layer_27_neuron_3290,74703.0234375,layer_15_neuron_3281,7421.431494500006
layer_24_neuron_1929,74580.5703125,layer_21_neuron_3461,7382.381612145013
layer_25_neuron_1043,74434.96875,layer_23_neuron_2149,7360.749346105015
layer_25_neuron_662,74434.6171875,layer_27_neuron_1121,7351.441178534894
layer_20_neuron_698,74406.3125,layer_28_neuron_772,7338.942922234984
layer_26_neuron_2542,74283.625,layer_26_neuron_330,7324.061964013167
layer_26_neuron_1116,74282.7734375,layer_23_neuron_548,7311.194494430014
layer_23_neuron_1560,74064.578125,layer_16_neuron_1288,7309.996619631394
layer_22_neuron_2631,74018.6875,layer_25_neuron_1790,7309.35046009999
layer_25_neuron_2358,73953.453125,layer_27_neuron_2545,7304.025099262011
layer_26_neuron_1043,73496.3046875,layer_26_neuron_3119,7299.172802510006
layer_27_neuron_1451,73433.765625,layer_27_neuron_2358,7294.732339453099
layer_25_neuron_1560,73417.6171875,layer_27_neuron_2236,7288.049032420976
layer_27_neuron_809,73313.6875,layer_24_neuron_772,7273.78543935499
layer_25_neuron_1290,73203.484375,layer_21_neuron_96,7255.851608123486
layer_27_neuron_1220,72956.0625,layer_25_neuron_772,7232.926085501005
layer_9_neuron_3281,72927.6640625,layer_27_neuron_547,7232.82257326998
layer_10_neuron_3281,72906.78125,layer_25_neuron_1290,7227.925378562995
layer_28_neuron_2604,72906.75,layer_20_neuron_2178,7207.627627850695
layer_26_neuron_1560,72818.734375,layer_14_neuron_3281,7196.98305529999
layer_21_neuron_20,72733.5703125,layer_24_neuron_1043,7194.549312243793
layer_18_neuron_32,72664.703125,layer_27_neuron_689,7186.236764528
layer_22_neuron_2236,72445.375,layer_26_neuron_2542,7174.477960066408
layer_27_neuron_1650,72318.6875,layer_24_neuron_2737,7174.038898010002
layer_20_neuron_3507,72160.6328125,layer_23_neuron_1043,7167.875563823985
layer_25_neuron_1900,72078.5625,layer_22_neuron_20,7161.874563481005
layer_22_neuron_1043,72054.96875,layer_26_neuron_1926,7151.7627577654985
layer_27_neuron_1103,71963.71875,layer_24_neuron_1116,7134.410628502992
layer_23_neuron_1041,71961.84375,layer_28_neuron_801,7132.220787450003
layer_27_neuron_1557,71955.640625,layer_24_neuron_1926,7131.231677511395
layer_20_neuron_37,71817.0390625,layer_24_neuron_2695,7120.240671835004
layer_27_neuron_1900,71809.328125,layer_26_neuron_1767,7115.621398082013
layer_25_neuron_1926,71745.6796875,layer_25_neuron_3119,7112.4479926095
layer_27_neuron_2066,71713.4921875,layer_25_neuron_3181,7112.012421478506
layer_21_neuron_1929,71593.3203125,layer_23_neuron_3003,7107.128231041416
layer_28_neuron_3248,71565.1875,layer_10_neuron_458,7104.039344721595
layer_27_neuron_3197,71538.71875,layer_24_neuron_3270,7089.921236818013
layer_25_neuron_1121,71480.8125,layer_21_neuron_1461,7089.040235459891
layer_24_neuron_3197,71447.6484375,layer_27_neuron_2997,7085.193631548016
layer_26_neuron_2890,71385.78125,layer_27_neuron_2557,7084.604268968311
layer_25_neuron_1041,71347.546875,layer_20_neuron_32,7082.26111937599
layer_15_neuron_608,71096.3671875,layer_23_neuron_1220,7081.755115905021
layer_28_neuron_2631,71092.578125,layer_27_neuron_2631,7080.079226453989
layer_27_neuron_1009,71027.8671875,layer_26_neuron_1121,7074.849902690005
layer_22_neuron_1923,70971.328125,layer_27_neuron_1445,7060.938234864993
layer_27_neuron_548,70723.859375,layer_26_neuron_180,7057.707375880988
layer_22_neuron_1790,70573.15625,layer_26_neuron_3270,7049.742204149008
layer_21_neuron_3110,70561.109375,layer_27_neuron_1009,7049.424550078495
layer_27_neuron_1116,70363.0625,layer_28_neuron_523,7046.346930076503
layer_25_neuron_822,70360.9375,layer_11_neuron_3281,7045.40942249999
layer_27_neuron_2524,70270.15625,layer_25_neuron_1043,7042.840518629008
layer_19_neuron_1461,70202.5,layer_25_neuron_819,7039.5425720162975
layer_27_neuron_2149,70195.328125,layer_12_neuron_608,7034.854367511002
layer_22_neuron_2890,70130.7578125,layer_21_neuron_3197,7032.4612086284205
layer_26_neuron_822,70070.578125,layer_22_neuron_2069,7031.801782945006
layer_25_neuron_2524,69909.328125,layer_25_neuron_2545,7026.883482643991
layer_28_neuron_2022,69872.7265625,layer_28_neuron_2236,7023.844248432803
layer_27_neuron_3545,69839.671875,layer_21_neuron_37,7018.735607511999
layer_24_neuron_3402,69835.5625,layer_28_neuron_238,7016.47229766899
layer_28_neuron_2477,69773.921875,layer_13_neuron_3281,7013.746199000007
layer_27_neuron_2695,69656.3203125,layer_25_neuron_3270,7003.599723170891
layer_23_neuron_2510,69596.15625,layer_25_neuron_1929,6994.300831432994
layer_25_neuron_3402,69548.984375,layer_12_neuron_3281,6987.778368599987
layer_26_neuron_3133,69542.375,layer_25_neuron_1116,6979.747336897
layer_22_neuron_2107,69481.3046875,layer_24_neuron_1041,6963.570082394002
layer_27_neuron_1427,69322.4140625,layer_27_neuron_2733,6958.063265183999
layer_24_neuron_2542,69249.828125,layer_24_neuron_3181,6956.144596097003
layer_27_neuron_689,69237.9609375,layer_27_neuron_1266,6951.112263863057
layer_26_neuron_547,69224.0390625,layer_24_neuron_1923,6919.583151837996
layer_26_neuron_3402,69186.2109375,layer_26_neuron_772,6909.064382259992
layer_24_neuron_822,69160.625,layer_27_neuron_330,6907.090182964003
layer_26_neuron_2302,69156.6640625,layer_26_neuron_3181,6896.602334717008
layer_21_neuron_662,69121.609375,layer_27_neuron_772,6895.589146924494
layer_26_neuron_2510,69066.1875,layer_25_neuron_1923,6882.906786219008
layer_25_neuron_206,69064.2578125,layer_25_neuron_2557,6881.451077781019
layer_28_neuron_2072,69052.203125,layer_25_neuron_180,6879.323117830015
layer_23_neuron_3197,68896.7265625,layer_28_neuron_143,6876.277336527013
layer_27_neuron_3402,68855.5234375,layer_27_neuron_727,6873.6075148380105
layer_28_neuron_2988,68824.796875,layer_27_neuron_1940,6860.898463074004
layer_25_neuron_2510,68817.78125,layer_26_neuron_1491,6857.16749045081
layer_26_neuron_2524,68797.21875,layer_22_neuron_2236,6844.673909694001
layer_24_neuron_1900,68783.6796875,layer_19_neuron_2178,6841.804713853399
layer_27_neuron_2302,68685.4765625,layer_26_neuron_2545,6833.899871916985
layer_24_neuron_2524,68524.03125,layer_23_neuron_2078,6822.780540165384
layer_7_neuron_1692,68487.984375,layer_27_neuron_1707,6819.530072061679
layer_20_neuron_96,68474.9296875,layer_25_neuron_2117,6818.809659478002
layer_21_neuron_3461,68446.4375,layer_26_neuron_819,6816.606098658995
layer_24_neuron_2695,68433.3125,layer_27_neuron_3181,6816.162139119002
layer_21_neuron_1116,68410.078125,layer_23_neuron_1116,6815.836476438504
layer_22_neuron_277,68407.6796875,layer_25_neuron_3312,6811.087182655606
layer_28_neuron_2718,68366.015625,layer_10_neuron_3281,6808.933404399998
layer_24_neuron_1926,68357.3828125,layer_25_neuron_206,6804.741839103989
layer_24_neuron_1121,68353.3359375,layer_28_neuron_3071,6804.72279840951
layer_26_neuron_1900,68342.0,layer_27_neuron_1986,6802.061819469009
layer_28_neuron_1627,68283.671875,layer_27_neuron_206,6799.734936856607
layer_26_neuron_2733,68269.4765625,layer_24_neuron_2557,6799.7025919362
layer_25_neuron_540,68251.0703125,layer_27_neuron_1491,6798.998970652984
layer_27_neuron_822,68241.65625,layer_26_neuron_2010,6798.894549044172
layer_26_neuron_613,68215.546875,layer_27_neuron_3270,6798.1362935600055
layer_21_neuron_1923,68206.7421875,layer_26_neuron_206,6790.297802355997
layer_19_neuron_37,68039.4375,layer_24_neuron_1266,6787.847358622598
layer_25_neuron_547,68007.203125,layer_26_neuron_613,6786.902185051012
layer_24_neuron_1890,67995.5546875,layer_23_neuron_1572,6786.881885526299
layer_17_neuron_32,67941.5,layer_27_neuron_1220,6784.578820850991
layer_24_neuron_2510,67926.640625,layer_20_neuron_698,6782.659834652024
layer_27_neuron_1926,67869.015625,layer_25_neuron_3482,6775.218318743907
layer_26_neuron_1555,67850.2265625,layer_20_neuron_3197,6768.647487203396
layer_9_neuron_392,67849.140625,layer_23_neuron_2631,6763.263932382993
layer_22_neuron_1220,67802.3828125,layer_24_neuron_819,6762.498432349503
layer_19_neuron_143,67792.171875,layer_24_neuron_3119,6760.676181040007
layer_7_neuron_1923,67665.859375,layer_22_neuron_2107,6747.9839475720055
layer_28_neuron_2510,67621.7421875,layer_22_neuron_1660,6735.411784696799
layer_21_neuron_2069,67525.484375,layer_28_neuron_547,6733.326725252
layer_22_neuron_113,67442.375,layer_25_neuron_1266,6728.602578052007
layer_27_neuron_662,67377.484375,layer_18_neuron_3197,6726.0313945696025
layer_26_neuron_3312,67368.390625,layer_22_neuron_1043,6725.136645676002
layer_28_neuron_2236,67267.984375,layer_23_neuron_2737,6723.5159573340125
layer_18_neuron_1461,67247.671875,layer_24_neuron_2542,6711.329693246003
layer_27_neuron_3206,67243.796875,layer_21_neuron_2953,6710.323389308894
layer_23_neuron_2695,67235.828125,layer_27_neuron_3157,6704.121877549008
layer_26_neuron_1926,67231.8125,layer_27_neuron_144,6701.800048753097
layer_20_neuron_1929,67203.53125,layer_21_neuron_3402,6699.462047436287
layer_25_neuron_3003,67191.7734375,layer_26_neuron_3482,6695.315505733999
layer_25_neuron_1650,67086.375,layer_17_neuron_3197,6694.612776148507
layer_28_neuron_944,67080.7109375,layer_16_neuron_3197,6691.059954179011
layer_21_neuron_1767,67066.0859375,layer_28_neuron_3369,6690.857988529995
layer_26_neuron_2066,67051.90625,layer_18_neuron_2604,6680.08016889399
layer_20_neuron_2953,67029.09375,layer_26_neuron_2557,6678.718699828001
layer_24_neuron_206,66990.9453125,layer_18_neuron_2178,6672.412530010011
layer_26_neuron_540,66942.703125,layer_23_neuron_2695,6672.317383120018
layer_16_neuron_32,66937.34375,layer_9_neuron_3281,6671.292050500012
layer_26_neuron_3003,66910.625,layer_27_neuron_3482,6668.591554885409
layer_27_neuron_1043,66830.3359375,layer_25_neuron_624,6668.239389847313
layer_27_neuron_3003,66810.9375,layer_25_neuron_2737,6667.855797793988
layer_25_neuron_3133,66747.03125,layer_23_neuron_2467,6666.806279838491
layer_23_neuron_1121,66699.1640625,layer_27_neuron_3005,6663.925707162011
layer_24_neuron_1650,66687.03125,layer_10_neuron_392,6661.698308199998
layer_21_neuron_2107,66593.171875,layer_23_neuron_2524,6656.050982628992
layer_27_neuron_547,66516.1875,layer_26_neuron_144,6642.97302165619
layer_26_neuron_2467,66513.0234375,layer_7_neuron_1692,6636.946928799989
layer_26_neuron_1557,66467.71875,layer_21_neuron_2940,6613.848017511999
layer_28_neuron_523,66453.640625,layer_26_neuron_1116,6611.257455088004
layer_24_neuron_3133,66453.40625,layer_19_neuron_3197,6607.555688327999
layer_27_neuron_2053,66424.5078125,layer_27_neuron_1043,6601.868820763289
layer_28_neuron_68,66408.9765625,layer_26_neuron_1759,6601.606569927983
layer_26_neuron_1110,66383.3984375,layer_27_neuron_291,6597.876144974003
layer_25_neuron_2737,66374.7890625,layer_25_neuron_1121,6592.75188512499
layer_21_neuron_2631,66355.015625,layer_26_neuron_2619,6592.050672938003
layer_27_neuron_1560,66341.78125,layer_25_neuron_1491,6589.674488778588
layer_24_neuron_2737,66316.859375,layer_24_neuron_1121,6587.958758157988
layer_26_neuron_1865,66295.703125,layer_24_neuron_2117,6586.472219520992
layer_27_neuron_1431,66224.03125,layer_23_neuron_1660,6577.022354751003
layer_21_neuron_1043,66180.8046875,layer_25_neuron_1707,6573.733892882323
layer_26_neuron_206,66159.46875,layer_20_neuron_1461,6571.12354083599
layer_25_neuron_1890,66135.234375,layer_22_neuron_2149,6566.083776499491
layer_27_neuron_3133,66121.921875,layer_27_neuron_1451,6565.720642983997
layer_26_neuron_1282,66073.2734375,layer_27_neuron_2130,6563.286123221596
layer_26_neuron_1650,65998.15625,layer_26_neuron_624,6559.929304703703
layer_20_neuron_662,65974.203125,layer_25_neuron_26,6559.341981564311
layer_26_neuron_3206,65974.1484375,layer_21_neuron_2030,6558.713018557016
layer_23_neuron_113,65905.2421875,layer_22_neuron_2078,6546.006504227017
layer_25_neuron_2467,65744.421875,layer_26_neuron_1445,6534.838712873595
layer_27_neuron_2467,65730.78125,layer_23_neuron_1121,6529.034208160597
layer_26_neuron_2149,65668.09375,layer_23_neuron_1092,6528.144040984992
layer_28_neuron_164,65616.6328125,layer_26_neuron_1707,6522.136921978506
layer_25_neuron_1282,65579.40625,layer_24_neuron_624,6518.649309273824
layer_26_neuron_1041,65553.5703125,layer_27_neuron_1759,6514.775119039505
layer_28_neuron_1041,65549.625,layer_24_neuron_39,6511.428990978988
layer_18_neuron_143,65513.00390625,layer_27_neuron_1767,6509.942679259497
layer_14_neuron_608,65498.453125,layer_27_neuron_857,6505.393451681597
layer_24_neuron_3003,65483.7890625,layer_26_neuron_1900,6503.579369859986
layer_27_neuron_46,65481.99609375,layer_26_neuron_2117,6497.444712520989
layer_22_neuron_2695,65478.453125,layer_24_neuron_1707,6495.960960205003
layer_28_neuron_201,65462.75,layer_17_neuron_2178,6491.741815619999
layer_24_neuron_113,65460.578125,layer_27_neuron_2117,6489.428309075991
layer_23_neuron_1650,65448.828125,layer_27_neuron_1895,6488.402136113015
layer_26_neuron_113,65447.14453125,layer_23_neuron_330,6482.034800541002
layer_26_neuron_1890,65384.6328125,layer_25_neuron_1752,6480.810348792203
layer_10_neuron_1923,65376.3125,layer_24_neuron_1752,6478.139347519001
layer_26_neuron_2737,65336.890625,layer_28_neuron_3461,6476.902152095263
layer_24_neuron_1290,65331.9140625,layer_26_neuron_1266,6475.087290473736
layer_25_neuron_113,65328.890625,layer_26_neuron_824,6471.227142465699
layer_25_neuron_1865,65299.96875,layer_24_neuron_3482,6468.253819252001
layer_26_neuron_130,65285.4453125,layer_24_neuron_1660,6467.499989033204
layer_18_neuron_37,65271.3515625,layer_28_neuron_257,6464.708900048496
layer_26_neuron_2235,65127.1640625,layer_24_neuron_2545,6462.557045281993
layer_24_neuron_540,65103.625,layer_26_neuron_1660,6462.436548433504
layer_18_neuron_2604,65093.65625,layer_28_neuron_2894,6461.459072829997
layer_25_neuron_130,65079.65234375,layer_24_neuron_2599,6460.017810582011
layer_26_neuron_2940,65072.74609375,layer_27_neuron_3206,6438.076934316786
layer_28_neuron_2107,65039.05859375,layer_27_neuron_2890,6436.991350094009
layer_23_neuron_3311,64985.67578125,layer_25_neuron_144,6434.859447418556
layer_28_neuron_1628,64936.0625,layer_22_neuron_1929,6433.903330186798
layer_22_neuron_1041,64932.22265625,layer_26_neuron_2358,6427.358455210792
layer_15_neuron_1288,64910.75,layer_23_neuron_1041,6425.243053555017
layer_26_neuron_662,64887.0078125,layer_26_neuron_1940,6425.19800795901
layer_27_neuron_613,64827.03125,layer_23_neuron_3433,6419.4139040664
layer_19_neuron_1929,64798.0390625,layer_27_neuron_1123,6418.107215136285
layer_21_neuron_2178,64753.72265625,layer_25_neuron_39,6411.593421116997
layer_27_neuron_2510,64725.75,layer_23_neuron_624,6409.690041206999
layer_27_neuron_1865,64691.5078125,layer_27_neuron_1900,6408.091611485004
layer_26_neuron_2427,64679.28125,layer_27_neuron_2488,6404.451174425786
layer_27_neuron_1627,64623.38671875,layer_21_neuron_20,6402.865884228997
layer_26_neuron_2010,64570.85546875,layer_27_neuron_2655,6402.757054513006
layer_27_neuron_857,64536.87890625,layer_27_neuron_1018,6389.451025633004
layer_25_neuron_2053,64499.21875,layer_25_neuron_689,6387.903560094312
layer_27_neuron_1531,64485.6015625,layer_26_neuron_2737,6376.297414904995
layer_21_neuron_1790,64465.48046875,layer_25_neuron_2599,6372.954799063603
layer_27_neuron_3433,64389.49609375,layer_24_neuron_1491,6372.46497883371
layer_22_neuron_548,64373.96875,layer_26_neuron_26,6365.536357791006
layer_27_neuron_1986,64255.9921875,layer_21_neuron_2107,6362.653794560018
layer_24_neuron_2467,64195.109375,layer_24_neuron_144,6362.220092250994
layer_25_neuron_2302,64177.25,layer_27_neuron_613,6359.125903821
layer_27_neuron_1806,64164.796875,layer_24_neuron_376,6358.173153042003
layer_11_neuron_1923,64158.046875,layer_26_neuron_689,6345.50415508098
layer_27_neuron_824,64157.3515625,layer_26_neuron_1650,6343.907393619504
layer_27_neuron_3394,64128.4609375,layer_26_neuron_423,6343.522405709993
layer_25_neuron_2427,64104.93359375,layer_11_neuron_608,6342.5819619030135
layer_26_neuron_2053,64051.6796875,layer_27_neuron_389,6339.156778343719
layer_25_neuron_3270,64049.546875,layer_28_neuron_3522,6333.519938577288
layer_23_neuron_1926,64020.796875,layer_22_neuron_2737,6333.007040739988
layer_24_neuron_2053,63923.2265625,layer_24_neuron_1790,6330.168449313997
layer_27_neuron_1710,63921.6171875,layer_25_neuron_1940,6329.768187948787
layer_21_neuron_144,63884.828125,layer_26_neuron_184,6326.866982371018
layer_26_neuron_1531,63778.63671875,layer_27_neuron_2750,6323.321355245701
layer_24_neuron_2358,63730.89453125,layer_21_neuron_1043,6319.992438920008
layer_22_neuron_3197,63729.77734375,layer_23_neuron_1926,6318.950696267
layer_26_neuron_1064,63701.9296875,layer_28_neuron_2022,6313.728806449509
layer_27_neuron_1445,63683.9375,layer_24_neuron_2053,6311.858829627701
layer_24_neuron_2427,63683.69140625,layer_25_neuron_1660,6311.2894628781305
layer_24_neuron_3270,63662.125,layer_28_neuron_944,6310.43856794101
layer_15_neuron_143,63577.4140625,layer_25_neuron_1424,6309.980639365006
layer_27_neuron_2940,63573.48046875,layer_26_neuron_2695,6309.016332977192
layer_26_neuron_824,63573.2421875,layer_20_neuron_3110,6307.6666395090015
layer_26_neuron_3545,63399.7421875,layer_24_neuron_2427,6306.4171251943935
layer_27_neuron_2039,63389.26171875,layer_26_neuron_39,6305.146678065995
layer_21_neuron_113,63310.56640625,layer_25_neuron_1759,6302.36061777101
layer_27_neuron_3216,63307.91015625,layer_27_neuron_26,6300.4381803880015
layer_27_neuron_1024,63279.7890625,layer_27_neuron_3579,6294.791603849309
layer_28_neuron_3329,63256.11328125,layer_28_neuron_3329,6292.894949212006
layer_17_neuron_1461,63240.74609375,layer_27_neuron_1660,6290.216690835004
layer_24_neuron_1865,63227.71875,layer_28_neuron_2718,6289.457053152909
layer_25_neuron_2066,63194.69140625,layer_26_neuron_540,6289.420257424994
layer_27_neuron_540,63176.44921875,layer_25_neuron_2695,6289.315036865706
layer_19_neuron_144,63168.3359375,layer_28_neuron_1562,6282.355931962004
layer_25_neuron_2940,63068.95703125,layer_19_neuron_1461,6279.657941028996
layer_26_neuron_3270,63028.421875,layer_25_neuron_2427,6269.482699019638
layer_28_neuron_1205,63013.73046875,layer_25_neuron_2053,6268.7512436340085
layer_26_neuron_689,63004.12890625,layer_27_neuron_184,6268.394212577004
layer_23_neuron_2940,62996.9609375,layer_16_neuron_2178,6267.606527144997
layer_26_neuron_1009,62943.30078125,layer_26_neuron_1424,6267.273066964004
layer_24_neuron_2302,62924.6953125,layer_26_neuron_3290,6266.555954031593
layer_17_neuron_143,62910.89453125,layer_25_neuron_376,6259.463817820993
layer_27_neuron_2063,62882.796875,layer_24_neuron_1940,6257.572557965999
layer_23_neuron_184,62871.2109375,layer_25_neuron_540,6255.08809544249
layer_27_neuron_1767,62862.1015625,layer_27_neuron_1761,6239.314822647997
layer_26_neuron_3216,62763.34765625,layer_24_neuron_1759,6236.910698408687
layer_27_neuron_3579,62749.48828125,layer_24_neuron_689,6231.921979533004
layer_27_neuron_2427,62745.25,layer_26_neuron_1865,6231.123598752011
layer_21_neuron_1041,62737.14453125,layer_25_neuron_613,6224.836181363906
layer_27_neuron_1660,62730.33984375,layer_25_neuron_2010,6220.554142906019
layer_27_neuron_2202,62677.58984375,layer_27_neuron_1865,6218.020838195996
layer_25_neuron_1557,62655.921875,layer_27_neuron_2713,6215.286639378697
layer_16_neuron_143,62604.75,layer_24_neuron_1865,6212.047960935795
layer_28_neuron_1116,62594.06640625,layer_26_neuron_2427,6209.147308286001
layer_25_neuron_1555,62575.25390625,layer_27_neuron_541,6207.651980351812
layer_24_neuron_130,62529.578125,layer_25_neuron_2619,6206.582100893994
layer_8_neuron_1923,62500.76953125,layer_20_neuron_96,6204.338094135085
layer_27_neuron_364,62466.46875,layer_25_neuron_2655,6200.597936001995
layer_25_neuron_2695,62458.00390625,layer_25_neuron_1865,6198.411111657556
layer_25_neuron_362,62437.9921875,layer_22_neuron_2524,6185.972824196006
layer_27_neuron_711,62401.546875,layer_27_neuron_2534,6185.55461770109
